"","n1","n2","opt_obj","opt_obj1","opt_obj2","opt_surplus","opt_surplus1","opt_surplus2","opt_welfare","opt_welfare1","opt_welfare2","alp1","alp1","alp1","alp1","alp1","alp1","alp1","alp1","alp1","alp1","alp2","alp2","alp2","alp2","alp2","alp2","alp2","alp2","alp2","alp2"
"30",1500,500,1502.24966639209,738.185432979846,764.064233412246,3741.89522908982,2753.54466673123,988.350562358596,5244.14489548192,3491.73009971107,1752.41479577084,0.878666666666692,0,0.121333333333303,0,0,0,0,0,0,0,0.0499999999999999,0,0.05,0,0,0,0,0,0,0
"31",1550,450,1452.1176380521,766.683586678235,685.434051373856,3712.18673858789,2834.8316795729,877.355059014995,5164.30437663999,3601.51526625113,1562.78911038885,0.888064516129031,0,0.111935483870971,0,0,0,0,0,0,0,0.0499999999999999,0,0.0500000000000001,0,0,0,0,0,0,0
"32",1600,400,1401.58504516456,792.783613261534,608.801431903019,3663.85237449498,2899.35526974912,764.497104745865,5065.43741965954,3692.13888301065,1373.29853664888,0.898125000000018,0,0.101874999999981,0,0,0,0,0,0,0,0.0499999999999998,0,0.0500000000000001,0,0,0,0,0,0,0
"33",1650,350,1350.54915195418,817.136363372207,533.412788581969,3774.48227256842,3087.14158817771,687.340684390711,5125.0314245226,3904.27795154992,1220.75347297268,0.902727272727295,0,0.0972727272727043,0,0,0,0,0,0,0,0.0500000000000002,0,0.0499999999999999,0,0,0,0,0,0,0
"34",1700,300,1300.18601483409,842.28574579023,457.900269043862,3700.28746975635,3124.01844003137,576.269029724977,5000.47348459044,3966.3041858216,1034.16929876884,0.906666666666667,0,0.0933333333333333,0,0,0,0,0,0,0,0.0499999999999998,0,0.0500000000000002,0,0,0,0,0,0,0
"35",1750,250,1247.64246565788,867.414080821211,380.228384836675,3618.36394169646,3151.83945205019,466.524489646269,4866.00640735435,4019.2535328714,846.752874482944,0.915142857142819,0,0.0848571428571816,0,0,0,0,0,0,0,0.0499999999999998,0,0.0499999999999999,0,0,0,0,0,0,0
"36",1800,200,1200.69087304625,896.575429458637,304.115443587618,3420.73347447587,3070.78631596176,349.947158514111,4621.42434752212,3967.3617454204,654.06260210173,0.925000000000037,0,0.0749999999999648,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0
"37",1850,150,1148.54061440293,919.98703983333,228.553574569601,3412.7029525133,3151.65989138276,261.043061130543,4561.24356691624,4071.64693121609,489.596635700144,0.928918918918907,0,0.0710810810810935,0,0,0,0,0,0,0,0.05,0,0.05,0,0,0,0,0,0,0
"38",1900,100,1093.77972726534,942.820342913957,150.959384351382,3109.88038302934,2952.17853804811,157.701844981227,4203.66011029468,3894.99888096207,308.661229332609,0.935263157894703,0,0.0647368421052893,0,0,0,0,0,0,0,0.0499999999999999,0,0.0499999999999999,0,0,0,0,0,0,0
"39",1950,50,1044.27516068968,967.486684835749,76.7884758539271,3262.24101314516,3179.98581866344,82.2551944817238,4306.51617383485,4147.47250349919,159.043670335651,0.941282051282091,0,0.0587179487179127,0,0,0,0,0,0,0,0.05,0,0.0499999999999999,0,0,0,0,0,0,0
